Evaluation,Study,Original_value,SRP_value,Match_original,Additional_tags,Category,Subcategory,Quantitative
SR3_NK,mcqueen2024,"Healthcare utilisation: ED utilisation (any), healthcare utilisation: High ED utilisation (>4 / year),
healthcare utilization: hospitalization (any), healthcare utilisation: 90-day rehospitalisation, QoL
SF-12v2 (T-score) - aggregate physical health, QoL SF-12v2 (T-score) - aggregate mental health, Perceived stress scale (Range 0-16), Diabetes Distress Scale (Range 2-12), Social needs sum","Readmission / Hospital readmission / Readmission rate	For people with an inpatient visit, rehospitalization within 30 days (none, any) was coded by comparing the unique admission dates determined for hospitalization. | Healthcare Utilization	Healthcare utilization variables were created from medical claims data. Wellness visits (none, any) were calculated from claims for preventive medicine services... Emergency department (ED) utilization was calculated by counting the number of unique ED service claim dates... Hospitalization was calculated by counting the number of unique visits based on a managed inpatient calendar linked to inpatient authorizations and claims data. |Patient-Reported Outcomes	Although the results specific to diabetes self-management and glucose control (HbA1c) are promising... Surveys were completed at baseline and at 3-, 6-, and 12-month follow-up. Health plan data included care management records and medical and pharmacy claims.|Quality of life	The Short-Form Health Survey (SF-12v2) was used to measure health-related quality of life (secondary outcome) at baseline and 6 and 12 months follow-up. |
Patient satisfaction / Satisfaction	Satisfaction with navigators was assessed using items adapted from national survey measures of patient satisfaction. |Adherence	Medication adherence variables were created from pharmacy claims data, including a count of unique prescription medications, and adherence to two medications commonly recommended in diabetes management... Adherence to either drug class was dichotomized as having refills that covered 80% or more of the follow-up period (yes/no) for participants prescribed those medications.",FALSE,Yes and appropriate,Outcome,,
SR3_NK,mcqueen2024,Design: Randomised controlled trial,"RCTs	RCTs",TRUE,No,Method,Study design,
SR3_NK,mcqueen2024,"Allocation sequence concealment: ""StaF manually randomised participants, and their assignment
was documented in REDCap after the baseline survey was completed.""","Probably No
Staff manually randomized participants and documented assignment in REDCap after the baseline survey; group assignment was not blinded to team members with relevant REDCap permissions, suggesting concealment was likely imperfect.",TRUE,No,Method,Allocation sequence concealment,
SR3_NK,mcqueen2024,olment start and end dates; length of participant follow-up: Data were collected from November 2019 to July 2023.,NA,FALSE,No,Method,Enrolment dates,
SR3_NK,mcqueen2024,"Recruitment and sampling procedures used (including at the level of individual participants and
clusters/sites if relevant): Research studies with opt-in enrollment, study participants likely represent a biased sample of all eligible individua",NA,FALSE,No,Method,Recruitment,
SR3_NK,mcqueen2024,"Single or multicentre study; if multicentre, number of study/recruiting centres and locations: Single
health plan in Louisiana",NA,FALSE,No,Method,Single or multicentre,
SR3_NK,mcqueen2024,"Unit of analysis (e.g. individual participant, episode of care, clinic/hospital attendance, readmission rate): response rate n(%) or M (SD)",NA,FALSE,No,Method,Unit of analysis,
SR3_NK,mcqueen2024,"Statistical methods used if computed estimates are extracted from reports, including any covariates included in the statistical model: ""The results of unadjusted analyses are reported due to the
use of randomization and no evidence of study group differences in attrition. Additional exploratory analyses using other outcomes from claims and survey responses were conducted using chisquared analyses, z-test for count data, and t-tests, and repeated survey measures were also analyzed with mixed-effect regression.""",NA,FALSE,No,Method,Statistical method,
SR3_NK,mcqueen2024,234,"Diabetes Management	The objective of this randomized controlled trial was to randomize adult Medicaid members with type 2 diabetes to receive usual care (n = 239) or social needs navigation (n = 234) for 6 months and compare HbA1c (primary outcome), quality of life (secondary outcome), and other exploratory outcomes with t-tests and mixed-effects regression.",TRUE,No,Result,Number - intervention,
SR3_NK,mcqueen2024,239,"Diabetes Management	The objective of this randomized controlled trial was to randomize adult Medicaid members with type 2 diabetes to receive usual care (n = 239) or social needs navigation (n = 234) for 6 months and compare HbA1c (primary outcome), quality of life (secondary outcome), and other exploratory outcomes with t-tests and mixed-effects regression.",TRUE,No,Result,Number - control,
SR3_NK,mcqueen2024,145/234 vs 139/239,NA,FALSE,No,Result,Summary statistic,
SR3_NK,seaberg2017,"Inclusion criteria: ""Any patient presenting to the Erlanger Baroness ED for their fiOh visit or more
within a 12-month period were eligible for the study. written consent must be received from the patient in the ED.""
Exclusion criteria: ""Patients were excluded from the study if they were unable to provide written
consent or were currently receiving hospice or palliative care.""
Group differences: Not stated","General Population	Superutilizers are those patients who utilize the emergency department (ED) frequently. ... Any patient presenting to the Erlanger Baroness ED for their fifth visit or more within a 12-month period were eligible for the study.",TRUE,No,Population,Eligibility criteria,
SR3_NK,seaberg2017,"Patient navigation
Sex (% female): 59
Age: 46.7
N: 148
Control
Sex (% female): 60
Age: 42.8
N: 134
Overall
Sex (% female): 60
Age: 44.6
N: 282","Adults	The average age was 44.6 years old (46.7 years in the treatment group and 42.8 years in the control group), with 81% of the patients between the ages of 20 and 59 years of age. Gender	Overall, 60% of the patients were female and 40% were male (59% vs. 41% in the treatment group; 62% vs. 38% in the control group).",TRUE,Yes and appropriate,Population,Participant characteristics,
SR3_NK,seaberg2017,"Patient navigation protocol: ""We developed a patient navigator (PN) program at the Erlanger
Health System, creating a PN who worked with ED patients to review diagnoses and prescriptions,
helped arrange follow-up appointments and transportation, and identified community resources
that could help the patient. The PN performed these duties at the time of initial visit, at any subsequent ED visits, and at the telephone follow-up calls within 2 weeks and 12 months of the initial visit. The PN went through hospital case management training to understand the social services and
medical resources of the community. Additionally, a fundamental understanding of the medical
and physician referral system was required. The study subjects who meet criteria and agree to participate in the study via informed consent were then randomized into the navigation treatment or
control group by a computer-based random number generator.""","Patient Navigation	We developed a patient navigator (PN) program at the Erlanger Health System, creating a PN who worked with ED patients to review diagnoses and prescriptions, helped arrange follow-up appointments and transportation, and identified community resources that could help the patient.
Community Care Navigation	Our study demonstrated that use of a patient navigation program for ED superutilizers can significantly reduce hospital and ED visits and costs over the following year compared to a control group.
Care Coordination	Many EDs now use care coordination or patient navigation to help manage frequent ED utilizers, to get them into a more coordinated care system.
Case Management	This is similar to the controlled trial by Shumway et al., which also found a decrease in ED visits and cost with case management. Telephone Interventions	The PN performed these duties at the time of initial visit, at any subsequent follow-up calls within 2 weeks and 12 months of the initial visit.",TRUE,No,Intervention,,
